"city","country","pop2026","pop2025","popGrowth","latitude","longitude","isValidCity","slug"
"Muvattupuzha","India",29246,,,9.97985,76.5738,false,
"Bachhraon","India",29232,,,28.9269,78.2346,false,
"Irinjalakuda","India",29208,,,10.3424,76.2112,false,
"Mangrul Pir","India",29198,,,20.3138,77.3418,false,
"Madukkarai","India",29144,,,10.9057,76.9634,false,
"Islamnagar","India",29144,,,28.329,78.7252,false,
"Ariyalur","India",29144,,,11.1385,79.0756,false,
"Ponmana","India",29139,,,9.00798,76.5202,false,
"Manavadar","India",29105,,,21.4981,70.1377,false,
"Sirsaganj","India",29034,,,27.0571,78.6866,false,
"Sanchor","India",29022,,,24.7536,71.7728,false,
"Sandur","India",29016,,,15.0861,76.5469,false,
"Chodavaram","India",29000,,,17.8288,82.9353,false,
"Surandai","India",28989,,,8.97574,77.4192,false,
"Banda","India",28978,,,24.0449,78.9609,false,
"Piro","India",28967,,,25.3322,84.4045,false,
"Suar","India",28941,,,29.0284,79.0565,false,
"Manoharpur","India",28928,,,27.2977,75.9495,false,
"Rajura","India",28881,,,19.7795,79.3646,false,
"Kotagiri","India",28848,,,11.4207,76.8604,false,
"Rusera","India",28781,,,25.7535,86.026,false,
"Nelamangala","India",28697,,,13.0998,77.3936,false,
"Soron","India",28683,,,27.8906,78.7462,false,
"Mukher","India",28647,,,18.7064,77.368,false,
"Sholinghur","India",28645,,,13.1181,79.4202,false,
"Gadhada","India",28611,,,21.9696,71.5783,false,
"Malpura","India",28600,,,26.2838,75.3646,false,
"Alangulam","India",28558,,,8.86404,77.4994,false,
"Addanki","India",28547,,,15.8106,79.9734,false,
"Milak","India",28505,,,28.6103,79.17,false,
"Coondapoor","India",28491,,,13.6313,74.6902,false,
"Lakheri","India",28463,,,25.6724,76.1769,false,
"Lalgola","India",28442,,,24.4224,88.2524,false,
"Utraula","India",28437,,,27.3193,82.4187,false,
"Titlagarh","India",28405,,,20.2896,83.1523,false,
"Tirukkoyilur","India",28337,,,11.9662,79.2026,false,
"Sonamukhi","India",28334,,,23.3052,87.4134,false,
"Seoni Malwa","India",28334,,,22.4505,77.4665,false,
"Badami","India",28314,,,15.915,75.6768,false,
"Mavoor","India",28313,,,11.2667,75.9167,false,
"Mavelikara","India",28300,,,9.25929,76.5564,false,
"Maur","India",28295,,,30.0833,75.25,false,
"Hole Narsipur","India",28285,,,12.7864,76.2433,false,
"Dhanaura","India",28285,,,28.9591,78.2563,false,
"Piravam","India",28254,,,9.86667,76.5,false,
"Mandi","India",28217,,,31.7119,76.9327,false,
"Shrigonda","India",28208,,,18.6153,74.699,false,
"Pandua","India",28205,,,23.0749,88.2864,false,
"Punch","India",28197,,,33.7703,74.0925,false,
"Pilani","India",28149,,,28.3673,75.6035,false,
"Giddalur","India",28142,,,15.3744,78.9261,false,
"Maddur","India",28141,,,12.5828,77.0429,false,
"Maddagiri","India",28124,,,13.6603,77.2124,false,
"Garhakota","India",28114,,,23.7791,79.1432,false,
"Koynanagar","India",28091,,,17.4,73.7667,false,
"Kumta","India",27999,,,14.4285,74.4189,false,
"Losal","India",27964,,,27.4,74.9167,false,
"Hisua","India",27943,,,24.8336,85.4173,false,
"Dasna","India",27926,,,28.6774,77.5225,false,
"Adirampattinam","India",27909,,,10.3406,79.3791,false,
"Talikota","India",27902,,,16.4731,76.3109,false,
"Maner","India",27901,,,25.646,84.8729,false,
"Birmitrapur","India",27879,,,22.4,84.7667,false,
"Erraguntla","India",27874,,,14.6385,78.5397,false,
"Bamor Kalan","India",27860,,,24.893,78.151,false,
"Kalakkadu","India",27845,,,8.5138,77.5494,false,
"Razam","India",27832,,,18.4491,83.6596,false,
"Kareli","India",27808,,,22.9153,79.0638,false,
"Jalgaon Jamod","India",27794,,,21.0519,76.5346,false,
"Rajaori","India",27792,,,33.3753,74.3092,false,
"Jaswantnagar","India",27777,,,26.8827,78.9026,false,
"Afzalgarh","India",27753,,,29.3937,78.6739,false,
"Byadgi","India",27719,,,14.6733,75.4868,false,
"Rehli","India",27705,,,23.6372,79.0628,false,
"Mungeli","India",27698,,,22.0657,81.6854,false,
"Manawar","India",27637,,,22.2357,75.0892,false,
"Kondagaon","India",27626,,,19.5908,81.664,false,
"Tehri","India",27611,,,30.3909,78.4803,false,
"Umarkot","India",27545,,,19.6653,82.2063,false,
"Nahan","India",27544,,,30.5603,77.2943,false,
"Sankrail","India",27523,,,22.55,88.2252,false,
"Manamadurai","India",27493,,,9.67318,78.471,false,
"Beldanga","India",27489,,,23.9343,88.2602,false,
"Rahatgarh","India",27462,,,23.7897,78.3947,false,
"Pardi","India",27423,,,20.5087,72.9457,false,
"Miranpur","India",27390,,,29.2903,77.9494,false,
"Silvassa","India",27359,,,20.2739,72.9967,false,
"Kalanwali","India",27355,,,29.8357,74.9717,false,
"Chakapara","India",27320,,,22.6322,88.3486,false,
"Kalamb","India",27287,,,19.0444,73.9555,false,
"Hirakud","India",27277,,,21.525,83.8727,false,
"Magadi","India",27213,,,12.9571,77.2237,false,
"Kundarkhi","India",27197,,,28.683,78.7856,false,
"Gundlupet","India",27197,,,11.81,76.6903,false,
"Bilgram","India",27173,,,27.1751,80.032,false,
"Bidhuna","India",27158,,,26.8017,79.5083,false,
"Perumpavur","India",27105,,,10.1154,76.4761,false,
"Berasia","India",27091,,,23.6313,77.4335,false,
"Gobindpur","India",27066,,,22.6339,86.0716,false,
"Kotdwara","India",27009,,,29.7461,78.5222,false,
"Bhawanipur","India",27000,,,26.4535,87.0274,false,
"Rajgarh","India",26953,,,27.2373,76.6224,false,
"Kasba","India",26937,,,25.8564,87.5384,false,
"Naharlagun","India",26912,,,27.1047,93.6952,false,
"Samba","India",26893,,,32.5625,75.1199,false,
"Vepagunta","India",26881,,,17.7784,83.2158,false,
"Kulittalai","India",26822,,,10.9349,78.4125,false,
"Banmankhi","India",26806,,,25.8886,87.1942,false,
"Sheoganj","India",26804,,,25.1392,73.0678,false,
"Indapur","India",26752,,,18.3,73.25,false,
"Kemri","India",26726,,,28.8067,79.2048,false,
"Sausar","India",26704,,,21.6558,78.7967,false,
"Kartarpur","India",26701,,,31.4427,75.4985,false,
"Karhal","India",26693,,,27.0009,78.9393,false,
"Lar","India",26688,,,26.2039,83.9691,false,
"Deulgaon Raja","India",26688,,,20.0176,76.0376,false,
"Mahad","India",26665,,,18.0833,73.4167,false,
"Aliganj","India",26652,,,27.4936,79.1713,false,
"Raver","India",26635,,,21.2476,76.0351,false,
"Panagar","India",26619,,,23.2854,79.9951,false,
"Hangal","India",26604,,,14.7647,75.1246,false,
"Perumbavoor","India",26550,,,10.1069,76.4737,false,
"Ratia","India",26524,,,29.6903,75.5769,false,
"Pauri","India",26514,,,30.1529,78.7771,false,
"Shahganj","India",26510,,,26.0497,82.6842,false,
"Dhrol","India",26496,,,22.567,70.4177,false,
"Pallippatti","India",26492,,,11.9399,78.4016,false,
"Gulabpura","India",26467,,,25.9045,74.6602,false,
"Hadgaon","India",26451,,,19.4955,77.6586,false,
"Gadhinglaj","India",26449,,,16.2229,74.3501,false,
"Rajpur","India",26443,,,22.3039,74.3557,false,
"Terdal","India",26411,,,16.4938,75.0467,false,
"Rangia","India",26388,,,26.4493,91.6136,false,
"Jora","India",26338,,,26.3421,77.8092,false,
"Kheri","India",26327,,,27.9035,80.7975,false,
"Bilsi","India",26320,,,28.1294,78.9109,false,
"Taloda","India",26293,,,21.5613,74.2124,false,
"Polur","India",26290,,,12.5122,79.124,false,
"Kalavad","India",26287,,,22.2079,70.3834,false,
"Rafiganj","India",26228,,,24.8176,84.6345,false,
"Karera","India",26212,,,25.4582,78.1358,false,
"Halvad","India",26205,,,23.0152,71.1803,false,
"Husainabad","India",26184,,,24.5285,84,false,
"Sulur","India",26183,,,11.0243,77.1256,false,
"Kukshi","India",26183,,,22.2068,74.7579,false,
"Elamanchili","India",26176,,,17.5491,82.8575,false,
"Rajgarh","India",26164,,,24.0083,76.7325,false,
"Marhaura","India",26138,,,25.9735,84.868,false,
"Shiggaon","India",26118,,,14.9905,75.225,false,
"Raikot","India",26114,,,30.65,75.6,false,
"Ranavav","India",26011,,,21.6873,69.7449,false,
"Junnar","India",25997,,,19.2082,73.8752,false,
"Kanker","India",25984,,,20.2719,81.4918,false,
"Kinwat","India",25956,,,19.6256,78.1987,false,
"Nagari","India",25933,,,13.3214,79.5856,false,
"Kalol","India",25929,,,22.6078,73.4627,false,
"Chipurupalle","India",25898,,,18.3114,83.5685,false,
"Renigunta","India",25895,,,13.6514,79.5126,false,
"Nalhati","India",25878,,,24.297,87.829,false,
"Gokarna","India",25851,,,14.55,74.3167,false,
"Koregaon","India",25846,,,18.6457,74.0591,false,
"Kandla","India",25845,,,23.0333,70.2167,false,
"Behror","India",25815,,,27.8883,76.2811,false,
"Avanigadda","India",25761,,,16.0215,80.9181,false,
"Srinivaspur","India",25760,,,13.3391,78.2117,false,
"Nongstoin","India",25758,,,25.517,91.2648,false,
"Mussoorie","India",25753,,,30.455,78.0707,false,
"Annigeri","India",25753,,,15.4251,75.4335,false,
"Mahendragarh","India",25728,,,28.2694,76.1525,false,
"Jais","India",25726,,,26.2649,81.5486,false,
"Pawayan","India",25708,,,28.0663,80.1031,false,
"Chhabra","India",25676,,,24.6647,76.8438,false,
"Khajuraho Group of Monuments","India",25662,,,24.8481,79.9335,false,
"Sadri","India",25632,,,25.1856,73.4529,false,
"Jandiala","India",25631,,,31.1593,75.6176,false,
"Uran","India",25598,,,18.8781,72.9392,false,
"Pasighat","India",25581,,,28.0663,95.3268,false,
"Mauganj","India",25537,,,24.6672,81.8734,false,
"Tekkalakote","India",25530,,,15.5344,76.877,false,
"Kallidaikurichi","India",25513,,,8.68591,77.4659,false,
"Colonelganj","India",25503,,,27.1343,81.6987,false,
"Mehndawal","India",25495,,,26.9758,83.1099,false,
"Koelwar","India",25494,,,25.5805,84.7975,false,
"Kagal","India",25479,,,16.577,74.3154,false,
"Bannur","India",25455,,,12.3329,76.862,false,
"Kuttampuzha","India",25436,,,10.1503,76.7354,false,
"Budhlada","India",25431,,,29.928,75.562,false,
"Nileshwar","India",25405,,,12.2595,75.1352,false,
"Karkala","India",25374,,,13.2143,74.9923,false,
"Kadakkavoor","India",25362,,,8.67921,76.7671,false,
"Sundarnagar","India",25338,,,31.5352,76.905,false,
"Banganapalle","India",25325,,,15.3177,78.2267,false,
"Asandh","India",25323,,,29.5212,76.6055,false,
"Hadagalli","India",25311,,,15.0205,75.9318,false,
"Anupshahr","India",25306,,,28.3575,78.2691,false,
"Jalalabad","India",25302,,,29.6185,77.4391,false,
"Lumding Railway Colony","India",25283,,,25.749,93.17,false,
"Songadh","India",25269,,,21.1697,73.5636,false,
"Shamsabad","India",25266,,,27.5371,79.438,false,
"Kithor","India",25262,,,28.8668,77.9386,false,
"Machhlishahr","India",25247,,,25.6856,82.4111,false,
"Baloda Bazar","India",25235,,,21.6568,82.1606,false,
"Devanhalli","India",25228,,,13.2465,77.7118,false,
"Gursarai","India",25191,,,25.6168,79.1805,false,
"Ringas","India",25171,,,27.3636,75.5684,false,
"Arumuganeri","India",25151,,,8.5688,78.0909,false,
"Vayalar","India",25094,,,9.71158,76.3389,false,
"Ahraura","India",25075,,,25.0158,83.0329,false,
"Rampachodavaram","India",25074,,,17.4409,81.7756,false,
"Malakanagiri","India",25054,,,18.3643,81.888,false,
"Kanigiri","India",25045,,,15.4056,79.5069,false,
"Chengannur","India",25043,,,9.31575,76.6151,false,
"Chandauli","India",25035,,,25.258,83.2682,false,
"Dakor","India",25019,,,22.7527,73.1497,false,
"Sandi","India",25008,,,27.2887,79.9519,false,
"Padam","India",25000,,,33.4666,76.8849,false,
"Marayur","India",25000,,,10.2764,77.162,false,
"Kolasib","India",25000,,,24.2239,92.6787,false,
"Shiraguppi","India",25000,,,16.6187,74.7091,false,
"Abu","India",24981,,,24.5937,72.7176,false,
"Sheohar","India",24979,,,26.5139,85.2934,false,
"Kunda","India",24948,,,25.717,81.514,false,
"Deori Khas","India",24934,,,23.3902,79.0163,false,
"Sakleshpur","India",24931,,,12.9412,75.7847,false,
"Bemetara","India",24910,,,21.7156,81.5342,false,
"Bawana","India",24906,,,28.7982,77.0343,false,
"Periyanayakkanpalaiyam","India",24894,,,11.1525,76.9516,false,
"Kanth","India",24883,,,29.0594,78.6295,false,
"Charkhari","India",24881,,,25.403,79.7488,false,
"Mangaldai","India",24871,,,26.4421,92.0305,false,
"Vadnagar","India",24832,,,23.7859,72.6389,false,
"Safipur","India",24801,,,26.7378,80.3435,false,
"Kabrai","India",24771,,,25.4028,79.9997,false,
"Kheda","India",24767,,,22.7522,72.6853,false,
"Ponneri","India",24756,,,13.3387,80.1949,false,
"Talwara","India",24752,,,31.9376,75.8866,false,
"Vadakku Valliyur","India",24749,,,8.38286,77.6122,false,
"Tharad","India",24697,,,24.396,71.6258,false,
"Gauripur","India",24694,,,26.0833,89.9612,false,
"Hosdurga","India",24685,,,13.7963,76.2841,false,
"Tekkali","India",24682,,,18.6057,84.2355,false,
"Pakala","India",24680,,,13.449,79.1149,false,
"Minjur","India",24674,,,13.2795,80.2581,false,
"Naduvannur","India",24648,,,11.4877,75.7751,false,
"Andol","India",24645,,,17.8146,78.0771,false,
"Bijbehara","India",24590,,,33.7938,75.107,false,
"Gorantla","India",24586,,,13.9841,77.7722,false,
"Dataganj","India",24562,,,28.0253,79.4082,false,
"Kailaras","India",24539,,,26.305,77.616,false,
"Chharra","India",24535,,,27.9247,78.401,false,
"Faizpur","India",24534,,,21.1677,75.8601,false,
"Chhota Udepur","India",24517,,,22.304,74.0158,false,
"Jaynagar-Majilpur","India",24510,,,22.1758,88.4178,false,
"Singapur","India",24457,,,17.4698,78.1257,false,
"Sahaspur","India",24452,,,29.1213,78.6227,false,
"Andippatti","India",24448,,,9.99797,77.621,false,
"Kant","India",24430,,,27.8105,79.7918,false,
"Margherita","India",24428,,,27.2848,95.668,false,
"Jamtara","India",24388,,,23.963,86.8028,false,
"Avinashi","India",24327,,,11.193,77.2686,false,
"Iringal","India",24318,,,11.5593,75.6166,false,
"Uttiramerur","India",24315,,,12.6143,79.7575,false,
"Vijapur","India",24297,,,23.5623,72.7485,false,
"Chiknayakanhalli","India",24292,,,13.4161,76.6206,false,
"Krishnarajpet","India",24289,,,12.6662,76.4877,false,
"Anjad","India",24286,,,22.0417,75.0552,false,
"Aron","India",24274,,,24.3811,77.4174,false,
"Narasannapeta","India",24267,,,18.4143,84.0446,false,
"Sitarganj","India",24225,,,28.9293,79.7044,false,
"Nandgaon","India",24209,,,20.3068,74.655,false,
"Kushtagi","India",24180,,,15.7562,76.1911,false,
"Sikandarpur","India",24177,,,26.0433,84.053,false,
"Muhammadabad","India",24146,,,26.034,83.3811,false,
"Kumbalam","India",24143,,,9.9063,76.3113,false,
"Srisailain","India",24142,,,16.0722,78.8682,false,
"Barki Saria","India",24134,,,24.1759,85.8894,false,
"Ayakudi","India",24120,,,10.4499,77.552,false,
"Gangapur","India",24118,,,19.6972,75.0105,false,
"Aluva","India",24108,,,10.1076,76.3516,false,
"Rajaldesar","India",24104,,,28.0285,74.4744,false,
"Hastinapur","India",24093,,,29.1604,78.0076,false,
"Pathardi","India",24091,,,19.1728,75.1742,false,
"Colgong","India",24081,,,25.2633,87.2326,false,
"Chettipalaiyam","India",24080,,,10.9125,77.037,false,
"Manasa","India",24078,,,24.4776,75.141,false,
"Bhachau","India",24044,,,23.2986,70.3428,false,
"Bagepalli","India",24031,,,13.7834,77.7967,false,
"Kotturu","India",24004,,,14.8244,76.22,false,
"Mul","India",23984,,,20.0699,79.6783,false,
"Shrirangapattana","India",23927,,,12.4226,76.6844,false,
"Chengam","India",23904,,,12.3089,78.7914,false,
"Bazpur","India",23900,,,29.153,79.1081,false,
"Mangrol","India",23896,,,25.3306,76.5097,false,
"Sohagpur","India",23849,,,22.7006,78.1952,false,
"Murliganj","India",23843,,,25.8969,86.9958,false,
"Reoti","India",23819,,,25.8509,84.3778,false,
"Fatehganj West","India",23810,,,28.4662,79.3066,false,
"Waraseoni","India",23800,,,21.7618,80.043,false,
"Taramangalam","India",23788,,,11.694,77.9704,false,
"Diu","India",23779,,,20.7141,70.9822,false,
"Manihari","India",23731,,,25.3389,87.62,false,
"Lalganj","India",23728,,,25.9318,81.7048,false,
"Alwaye","India",23703,,,10.1065,76.3548,false,
"Kharakvasla","India",23677,,,18.44,73.7755,false,
"Dhanera","India",23656,,,24.5097,72.0234,false,
"Penugonda","India",23654,,,16.6536,81.7455,false,
"Mariani","India",23640,,,26.6572,94.3153,false,
"Ladwa","India",23565,,,29.9935,77.0456,false,
"Nagar","India",23546,,,27.424,77.0992,false,
"Doraha","India",23545,,,30.7995,76.0236,false,
"Morinda","India",23536,,,30.7901,76.4988,false,
"Duliagaon","India",23528,,,27.3723,95.3075,false,
"Panchla","India",23526,,,22.5366,88.1378,false,
"Nadbai","India",23520,,,27.2229,77.1957,false,
"Jhinjhak","India",23499,,,26.5609,79.7342,false,
"Malpe","India",23496,,,13.3496,74.7039,false,
"Birur","India",23493,,,13.5972,75.9717,false,
"Mandal","India",23478,,,25.4413,74.5698,false,
"Shishgarh","India",23471,,,28.7293,79.3147,false,
"Keshorai Patan","India",23464,,,25.2927,75.9395,false,
"Pawni","India",23450,,,20.7923,79.6364,false,
"Chhatapur","India",23425,,,26.2197,87.0048,false,
"Basni","India",23414,,,27.1723,73.6452,false,
"Khategaon","India",23405,,,22.5957,76.9133,false,
"Ramtek","India",23404,,,21.3956,79.3272,false,
"Savantvadi","India",23384,,,15.9041,73.8219,false,
"Monoharpur","India",23362,,,22.1083,88.0789,false,
"Bagha Purana","India",23360,,,30.6881,75.0984,false,
"Injambakkam","India",23346,,,12.9162,80.2488,false,
"Dinanagar","India",23339,,,32.1366,75.4729,false,
"Soygaon","India",23320,,,20.5961,75.6177,false,
"Nasriganj","India",23286,,,25.0514,84.3284,false,
"Jaleshwar","India",23280,,,21.8018,87.2225,false,
"Bewar","India",23280,,,27.2187,79.2976,false,
"Koothanallur","India",23257,,,10.7199,79.5157,false,
"Pindwara","India",23229,,,24.7975,73.0551,false,
"Navalgund","India",23208,,,15.5588,75.3531,false,
"Khandela","India",23164,,,27.605,75.502,false,
"Chakan","India",23161,,,18.7606,73.8635,false,
"Alot","India",23134,,,23.7634,75.5566,false,
"Dharuhera","India",23132,,,28.2055,76.7969,false,
"Kurduvadi","India",23131,,,18.0934,75.4157,false,
"Chandur","India",23125,,,19.7344,79.1717,false,
"Colachel","India",23095,,,8.17938,77.2582,false,
"Nakur","India",23084,,,29.9196,77.3044,false,
"Shamgarh","India",23075,,,24.1882,75.639,false,
"Kuchaiburi","India",23072,,,22.2668,86.1739,false,
"Darwha","India",23062,,,20.3102,77.7726,false,
"Pipri","India",23047,,,19.7937,75.5352,false,
"Muluppilagadu","India",23030,,,11.7979,75.4511,false,
"Kurinjippadi","India",23017,,,11.5503,79.5907,false,
"Kudligi","India",22975,,,14.905,76.3853,false,
"Vemalwada","India",22920,,,18.4652,78.8689,false,
"Saidpur","India",22904,,,25.5375,83.2238,false,
"Phulpur","India",22886,,,25.549,82.0895,false,
"Kutiatodu","India",22880,,,9.8,76.3333,false,
"Balarampur","India",22847,,,23.0971,86.2229,false,
"Sambhar","India",22828,,,26.9081,75.1914,false,
"Karmala","India",22809,,,18.4077,75.1939,false,
"Vaikam","India",22807,,,9.74858,76.3964,false,
"Raghunathpur","India",22802,,,23.5388,86.6735,false,
"Amarpur","India",22796,,,25.0397,86.9025,false,
"Hinjilikatu","India",22779,,,19.4817,84.7449,false,
"Uttamapalaiyam","India",22778,,,9.80701,77.3272,false,
"Tarana","India",22773,,,23.3338,76.0425,false,
"Pariyapuram","India",22766,,,11.0167,75.8667,false,
"Mukerian","India",22751,,,31.9539,75.6172,false,
"Lathi","India",22745,,,21.7231,71.3884,false,
"Rania","India",22741,,,29.5245,74.8369,false,
"Kalamnuri","India",22708,,,19.6739,77.3115,false,
"Itimadpur","India",22697,,,27.2354,78.1983,false,
"Banswada","India",22665,,,18.3773,77.8801,false,
"Saiha","India",22654,,,22.4918,92.9814,false,
"Cumbum","India",22653,,,15.5817,79.1106,false,
"Matabhanga","India",22642,,,26.342,89.2156,false,
"Vattalkundu","India",22638,,,10.1607,77.7588,false,
"Mahwah","India",22624,,,27.0459,76.9315,false,
"Bissau","India",22620,,,28.2474,75.0767,false,
"Todaraisingh","India",22613,,,26.024,75.4818,false,
"Jashpurnagar","India",22607,,,22.8878,84.1386,false,
"Ron","India",22593,,,15.6994,75.7341,false,
"Baddi","India",22592,,,30.9578,76.7914,false,
"Phillaur","India",22588,,,31.0189,75.7911,false,
"Jamai","India",22587,,,22.1964,78.5919,false,
"Phulera","India",22572,,,26.874,75.2417,false,
"Pukhrayan","India",22555,,,26.2237,79.8374,false,
"Sirsi","India",22549,,,28.6392,78.643,false,
"Todabhim","India",22529,,,26.9167,76.8167,false,
"Tiruppuvanam","India",22517,,,9.82564,78.2579,false,
"Baswa","India",22515,,,27.1495,76.5835,false,
"Curchorem","India",22510,,,15.2635,74.1087,false,
"Tulsipur","India",22486,,,27.5337,82.4165,false,
"Bhander","India",22482,,,25.7358,78.7456,false,
"Vadippatti","India",22441,,,10.0848,77.9611,false,
"Naraura","India",22432,,,28.2015,78.3872,false,
"Maharajgani","India",22430,,,26.1102,84.5036,false,
"Nainpur","India",22336,,,22.43,80.1056,false,
"Ramanayyapeta","India",22323,,,16.9452,82.2385,false,
"Silapathar","India",22307,,,27.5944,94.724,false,
"Balod","India",22275,,,20.7308,81.2058,false,
"Gunupur","India",22264,,,19.0804,83.8088,false,
"Mariahu","India",22248,,,25.604,82.6038,false,
"Purwa","India",22220,,,26.4576,80.774,false,
"Sahawar","India",22201,,,27.796,78.8337,false,
"Sidhauli","India",22193,,,27.282,80.8345,false,
"Mayang Imphal","India",22159,,,24.61,93.8887,false,
"Adra","India",22159,,,23.4967,86.6836,false,
"Muhammadabad","India",22151,,,27.309,79.4325,false,
"Someshwar","India",22137,,,13.4911,75.0665,false,
"Sadalgi","India",22135,,,16.5587,74.5321,false,
"Tinnanur","India",22125,,,13.1145,80.0271,false,
"Kailashahar","India",22120,,,24.332,92.0039,false,
"Beohari","India",22107,,,24.0242,81.3783,false,
"Namagiripettai","India",22098,,,11.4551,78.2682,false,
"Ghoti Budrukh","India",22095,,,19.7164,73.6282,false,
"Siwana","India",22067,,,25.6515,72.4224,false,
"Multai","India",22029,,,21.7746,78.2576,false,
"Bhinga","India",22016,,,27.7028,81.9343,false,
"Fatehabad","India",21957,,,27.0264,78.3027,false,
"Kumher","India",21903,,,27.3166,77.3708,false,
"Nattam","India",21888,,,10.2278,78.2297,false,
"Laungowal","India",21880,,,30.1939,75.6809,false,
"Chandrakona","India",21855,,,22.7333,87.5167,false,
"Farakka","India",21834,,,24.8167,87.9,false,
"Tijara","India",21833,,,27.9341,76.8554,false,
"Silao","India",21828,,,25.0836,85.428,false,
"Mundargi","India",21826,,,15.2068,75.8839,false,
"Kuchera","India",21796,,,26.9875,73.9711,false,
"Paonta Sahib","India",21787,,,30.4367,77.6246,false,
"Lonar","India",21765,,,19.9853,76.5205,false,
"Dattapur","India",21763,,,20.7808,78.1407,false,
"Napasar","India",21750,,,27.9606,73.5591,false,
"Patur","India",21747,,,20.4609,76.9372,false,
"Nagod","India",21732,,,24.5692,80.5881,false,
"Dum Duma","India",21706,,,27.5688,95.5566,false,
"Nilakottai","India",21683,,,10.165,77.8502,false,
"Peravurani","India",21663,,,10.2903,79.2016,false,
"Haliyal","India",21625,,,15.3286,74.7564,false,
"Dalsingh Sarai","India",21611,,,25.6679,85.8364,false,
"Karanpur","India",21604,,,29.8404,73.4552,false,
"Samthar","India",21582,,,25.8435,78.9068,false,
"Banat","India",21580,,,29.4636,77.3548,false,
"Mandalgarh","India",21569,,,25.1941,75.0722,false,
"Muttupet","India",21568,,,10.3951,79.4935,false,
"Sakti","India",21561,,,22.0266,82.9609,false,
"Belur","India",21551,,,13.1656,75.8652,false,
"Gingee","India",21530,,,12.2528,79.4173,false,
"Rapar","India",21507,,,23.5727,70.6472,false,
"Chamba","India",21502,,,32.5553,76.1265,false,
"Maheshwar","India",21500,,,22.1759,75.5872,false,
"Kasrawad","India",21484,,,22.1275,75.611,false,
"Bansdih","India",21457,,,25.8838,84.2183,false,
"Guruvayur","India",21416,,,10.5943,76.0411,false,
"Mhasvad","India",21404,,,17.6336,74.7877,false,
"Jaitaran","India",21403,,,26.2045,73.9368,false,
"Ratanpur","India",21392,,,22.2866,82.1682,false,
"Kurandvad","India",21388,,,16.6832,74.5889,false,
"Alandi","India",21383,,,18.6776,73.8987,false,
"Mandawar","India",21339,,,29.4865,78.1273,false,
"Pallikondai","India",21335,,,12.9052,78.9427,false,
"Akaltara","India",21333,,,22.0246,82.4264,false,
"Bedi","India",21327,,,22.5014,70.0436,false,
"Seondha","India",21326,,,26.1542,78.7812,false,
"Kharkhauda","India",21320,,,28.8787,76.9107,false,
"Deoli","India",21298,,,25.7573,75.3799,false,
"Pali","India",21287,,,23.3645,81.0437,false,
"Dhekiajuli","India",21271,,,26.7037,92.4781,false,
"Chhata","India",21260,,,27.7237,77.5081,false,
"Asifabad","India",21213,,,19.3585,79.2841,false,
"Dharampur","India",21207,,,20.5369,73.1737,false,
"Telhara","India",21146,,,21.0269,76.8389,false,
"Deogarh","India",21134,,,21.5383,84.7334,false,
"Asika","India",21134,,,19.6111,84.66,false,
"Chatrapur","India",21123,,,19.3557,84.9836,false,
"Basi","India",21096,,,26.8315,76.0486,false,
"Dhulagari","India",21080,,,22.5821,88.171,false,
"Okha","India",21048,,,22.4676,69.07,false,
"Kiraoli","India",21024,,,27.1377,77.7852,false,
"Kantabanji","India",21024,,,20.4671,82.9204,false,
"Qadian","India",21015,,,31.822,75.3766,false,
"Pokaran","India",21014,,,26.9201,71.9163,false,
"Mudgal","India",21006,,,16.0119,76.442,false,
"Abrama","India",21000,,,20.8587,72.9065,false,
"Bagula","India",20999,,,23.3366,88.6411,false,
"Gunnaur","India",20980,,,28.24,78.4399,false,
"Sarauli","India",20923,,,28.494,79.0918,false,
"Lalgudi","India",20916,,,10.8742,78.8194,false,
"Nabinagar","India",20848,,,24.6068,84.1262,false,
"Tharangambadi","India",20841,,,11.0276,79.8542,false,
"Begun","India",20836,,,24.9833,75,false,
"Dhing","India",20826,,,26.4679,92.4734,false,
"Hukeri","India",20824,,,16.2308,74.6024,false,
"Bhanvad","India",20823,,,21.9305,69.7808,false,
"Morigaon","India",20807,,,26.2491,92.3476,false,
"Clement Town","India",20806,,,30.2636,78.0086,false,
"Ghatanji","India",20785,,,20.1418,78.3133,false,
"Mudkhed","India",20776,,,19.1566,77.503,false,
"Sivagiri","India",20772,,,9.34461,77.4291,false,
"Latehar","India",20769,,,23.7442,84.4998,false,
"Kaikalur","India",20763,,,16.5515,81.214,false,
"Kheralu","India",20755,,,23.8853,72.6187,false,
"Alibag","India",20752,,,18.6481,72.8758,false,
"Alipur","India",20736,,,28.7986,77.1331,false,
"Dasuya","India",20697,,,31.8168,75.6531,false,
"Digboi","India",20685,,,27.3932,95.6184,false,
"Kil Bhuvanagiri","India",20656,,,11.4422,79.6476,false,
"Bhanjanagar","India",20647,,,19.9272,84.582,false,
"Kuzhithurai","India",20611,,,8.31792,77.1919,false,
"Dhariwal","India",20604,,,31.9562,75.3239,false,
"Polasara","India",20577,,,19.6939,84.814,false,
"Kishtwar","India",20553,,,33.3135,75.7673,false,
"Kanniyakumari","India",20540,,,8.09008,77.5384,false,
"Achhnera","India",20532,,,27.1783,77.7567,false,
"Chillupar","India",20518,,,26.2822,83.5064,false,
"Jaynagar","India",20496,,,26.5905,86.1379,false,
